level,puzzle,answer
2,060000000890000004000013000000000006002800007005070000000000100000030520040900000,563489271891527634724613985179342856632895417485176392357268149916734528248951763
3,090020006200980000003004970600000090000017205032096000304070600000008004000405010,495721386267983451183654972671542893948317265532896147354179628719268534826435719
4,090000080080017003200009400500070030800000040003504008010800090400000600002750800,394265187685417923271389456549678231867123549123594768716842395458931672932756814
4,000008030000740600208050040860920413059070086100000500630002971941367052782591304,496218735513749628278653149867925413359174286124836597635482971941367852782591364
1,000006000040037060869000040138900000000003284000050000000500000300000526900360800,273496158541837962869215743138942675695173284427658391786521439314789526952364817
2,000060000005090010090380007000000800000000900001200000080000000000100050060000040,712465389835792614496381527653914872248657931971238465184573296329146758567829143
3,006004703200800000300907100002001008800000507005000000790400000000090040000305000,956124783217836495348957126432571968869243517175689234791468352583792641624315879
4,000080073000050600080200500703500009090007860000602000370010000200004007016020000,125986473937451682684273591763548129592137864841692735379815246258364917416729358
4,800400006000100200062003097301805629980042500705001400658704930100208765037900014,819427356573169248462583197341875629986342571725691483658714932194238765237956814
1,080004007000006904001980005000000000000007240506030000040060009060708100037090000,689524317253176984471983625724819563398657241516432798142365879965748132837291456
2,900000200000001080750000000300000009000004000000028300010000000280000000000900007,941863275623571984758249631372156849865394712194728356517632498289417563436985127
3,200000070050600930007320016000200000000001000500080100060000800041036005320005040,236519478154678932897324516619257384483961257572483169765142893941836725328795641
4,000008030607312000082705000900000800005000070040209006200800000000100203000927560,154698732697312485382745619936571824825436971741289356269853147578164293413927568
4,007010540020980000906003080065090020000000710813472605078529431091834276430060050,387216549124985367956743182765391824249658713813472695678529431591834276432167958
1,086000000000390007000100000000004580000000040300000600000000000004058000900000003,186472935452396817793185264617234589829567341345819672561943728234758196978621453
2,006900000000000000000000807000072008903000060000010000500000930070000000020040000,756981423834725619192436857465372198913854762287619345548267931671593284329148576
3,000000609309040800000008010003800040700010090006005200570000000900004720004030000,485127639319546872627398415253869147748213596196475283572981364931654728864732951
4,201007000000040095000000000006000200030090000000100700000206000300000000090000030,251987346867342195943561827416873259732695418589124763175236984328459671694718532
4,500001000006000002083000009908100054300072010670954000037095281062713005090248367,549321678716489532283567149928136754354872916671954823437695281862713495195248367
1,000025600500300000000000528010070003004008050760000940100042000856000000000500100,471825639582396417639417528915274863324968751768153942197642385856731294243589176
2,000000900006000502001800000500000000000100030700300400900025000003000080000000000,347512968896743512251896374534267891689154237712389456978625143423971685165438729
3,600009000000000700020000500000003001000000009070080000000520000900000806400070000,685739412193245768724861593548693271216457389379182654831526947957314826462978135
4,000903060302000009000020400070009048450080020008046300060430000005008000800000702,584973261312864579796521483673259148451387926928146357167432895235798614849615732
4,480705006007000900000012074630209005019804630002006700973501408200907513145683200,481795326327468951596312874634279185719854632852136749973521468268947513145683297
1,004021850003000200000054000020508307010003000000000608000000000006000120080705000,794621853153897264268354971629548317817963542435172698541236789376489125982715436
2,023000508000130000400002010060000004080000007000895000075000102000470000600001090,123946578856137429497582316269713854581624937734895261975368142312479685648251793
3,300060000804000000901508000003090010100050009008401007000000061000040070000702034,375264198864179523921538746753896412142357689698421357437985261219643875586712934
4,000000340000080065003500002000002084010309050540600000100006200270090000098000000,985267341421983765763514892637152984812349657549678123154836279276491538398725416
4,102057000004080000385001000000328400201970638090006520508762194420819370009534860,162457983974683251385291746657328419241975638893146527538762194426819375719534862
1,500028000000000000013000007200450000000080000007000103000000050006003000000000040,579128634624739518813645297238451769961387425457962183792814356146593872385276941
2,002005080060000900000300010805000000000000000000900704090600000070000000000000025,312795486467812953958346217835467192749231568126958734593624871271583649684179325
3,502800030600000008000200607049700080080001000000098060051027000000900020904000703,592876134637149258418253697349762581286531479175498362851327946763914825924685713
4,020000600509000000007360050000152000080040000000003090600000040000000103040709002,328495617569217834417368259934152786781946325256873491672531948895624173143789562
4,900700060000090000103048020402863057308050640596071038629107485001020070034005192,945712863287396514163548729412863957378259641596471238629137485851924376734685192
1,000803010001020003002914000000500380800000295200060004500000001378000000004080000,456873912981625743732914658147592386863741295295368174529437861378156429614289537
2,000000609027050000030000000408000000000030020000090001050000070000600100000408000,541287639927356814836149752418562397795831426362794581654913278289675143173428965
3,180720309500000004090000700000007000030680200070190500310450802050000100200000005,184726359527913684693548721965237418431685297872194536316459872759862143248371965
4,010500006600040000400000309002805070001000005030260001000009100009300020706000900,318592746697143582425786319962815473871934265534267891283679154149358627756421938
4,050027000900460000721030000180503400069002000507080039203906048895014070416378025,654127893938465712721839654182593467369742581547681239273956148895214376416378925
1,000000200000601090497005800064000059000900708903050000600000000100009643070062000,516897234832641597497325816764218359251934768983756421645183972128579643379462185
2,600000200008190005000070000090000000000006304007000000001000090000050000400003000,674538219238194765915672438396745182152986374847321956521467893783259641469813527
3,700000000690000001000084000000900006008003000100000000007600000005000840000000500,783196425694235781521784693452918376978563214136427958847659132265371849319842567
4,007000090000006000030018000200000800409200000000030600000400020080000100000000000,817345296945726381632918457253164879469287513178539642396451728784692135521873964
4,008070900020003000000050006972001850513000674684000000805319067200048319391627005,458276931726193548139854726972461853513982674684735192845319267267548319391627485
1,800030400904080060000000500060050700009300020087642150008000000050400806006800007,875136492924587361631294578462951783519378624387642159198763245753429816246815937
2,000000000600090000000000210390000006000008000000502100002000000040000093005007000,713425968624891375589673214398714526251968437476532189862349751147256893935187642
3,000000000109076024008042030705031089901068047000000000000000000402083076007094050,246315798139876524578942631765431289921568347384729165893657412452183976617294853
4,570201000090040060008003700900000100001000006607000504080100030004009600000034071,576281943193745268428693715942356187851427396637918524785162439314879652269534871
4,100002804600700010083900000240007050001009406958400203075103608869275301302004597,197652834624738915583941762246387159731529486958416273475193628869275341312864597
1,000250001160400020279100000000801270001302000002000010020010300010029000080000162,438257691165493728279186534396841275851372946742965813624718359513629487987534162
2,500000000000010070420003000000600000300004900000070000008000000001780060000000405,519427836863519274427863159194638527376254918285971643658342791941785362732196485
3,039080200600900000700400069040300900090000070006050040510060007008000630000040008,139687254654932781782415369845376912391824576276159843513268497428791635967543128
4,000095130000000609000400070006720400050008007200046010070030000309000000014609000,768295134541387629932461578186723495453918267297546813675832941329154786814679352
4,900000100000720000008000065002040801003901270050006934507438600384619527109572003,975863142416725398238194765692347851843951276751286934527438619384619527169572483
1,300081050001600049040000080002090014900048600050070000000900001000003700695010020,369481257281657349547239186872396514913548672456172938738925461124863795695714823
2,007601040600040109000002008200000001000800600005060000301500004000004000040039200,987651342652348179134972568263497851479815623815263497391526784726184935548739216
3,300090600007000080500000000000000000000500047260030000000004000090000200000807000,341298675627345189589176423975481362813562947264739851156924738798653214432817596
4,009000080000500000000040007000002000070000001060809000000060020000000090540070000,419327586783596142625148937354712869978634251261859473897461325136285794542973618
4,030965000420070000005000730309650070804002016702010080286047193941086520503091408,137965842428173659695824731319658274854732916762419385286547193941386527573291468
1,000200000013000004000007000030040800000000070000000620000000000050010009280006000,946251738713968254825437916632745891198623475574189623369574182457812369281396547
2,040357000000009450000060009001000827000080003000502010067000000500600030800001200,946357182783219456125468379651943827472186593398572614267835941519624738834791265
3,000040000004501020800692700040000905209054160305009472490035607007406090600907200,921743586764581329853692741146278935279354168385169472492835617517426893638917254
4,000000000300000058000072000009000000000603700500800000007010200006000000000500003,694185327372964158815372694789241536421653789563897412937418265256739841148526973
4,200000007000908040007605903150400308740300526006002019381004060624537890975816200,298143657563978142417625983152469378749381526836752419381294765624537891975816234
1,260708001030009000408005000000604000190000002500000408000500100000400059800901204,269738541735149826418265397382614975194857632576392418947526183621483759853971264
2,400002000530004000000010409007000000200000560060800030650040002301000000000906000,416592873539784216872613459147365928283479561965821734658147392391258647724936185
3,000001400600820100000030800000270000908000000410000020890060030000000000041900206,582691473634827159179435862356274918928516347417389625895162734263748591741953286
4,000002000000070126406000005031040790000000000860200041008000507143700000000008000,517862934389574126426139875231645798974381652865297341698423517143756289752918463
4,700000000805030406000002009009041268560098173108376940200415300907823604001007852,792684531815739426643152789379541268564298173128376945286415397957823614431967852
1,000600300009000008000005000000029007040000000560000100800090000001080000000000500,214678395759213468386945271138429657947156823562837149825394716671582934493761582
2,000010060007000004000000000600000000510000800000904002009700000000402000080000010,845317269137629584926845371692158743514273896378964152459731628761482935283596417
3,740009806000000010180002005004238000530006408008475000490003102860501709001000080,742159836359867214186342975914238657537916428628475391495783162863521749271694583
4,900000203000400070000130040403800050000509000060001704040003000050018000307000100,974685213136492875285137649423876951718549326569321784841763592652918437397254168
4,700180030009420070400500900200971003017600050046358120003215498090836702820704065,765189234189423576432567981258971643317642859946358127673215498594836712821794365
1,060400930500601000002080000005000100800032006090000073756000000030000050200007000,167425938583691427942783615325976184874132596691854273756319842439268751218547369
2,000000000067003000500000900000002003000000076400870000072000000000540800000900000,349185762167293548528764931791652483285439176436871295972318654613547829854926317
3,800007400000009385000840000001000006000300270290080000678003000000460000300008100,862537419714629385953841627431752896586394271297186543678213954129465738345978162
4,000900008000000000030006700001000000809000000000007600000000001040000009050072003,617924358495738126238516794571463982869251437324897615782349561143685279956172843
4,000050030093206000280400001419675008300900010728040695800107046074863152002590703,641758239593216874287439561419675328356982417728341695835127946974863152162594783
1,000000000004009000800060002000800001017300000009000000000000700500140000000000690,963428157724519386851763942635892471217354869489671523342986715596147238178235694
2,000020009300000050000060000000005000040000006000193700000007030090000000062000000,574328169386719254219564873137645928945872316628193745451987632793256481862431597
3,006000020000010900000030000000600000000700640100000000007405000090000103000000002,836974521574216938921538764749682315283751649165349287317425896492867153658193472
4,000300710003000800010050063200000008100520040004096002807030500030000080051007000,548362719693471825712859463265143978179528346384796152827634591436915287951287634
4,100750020000001060380009000618070342902160085470300100540096807896037200023410059,169753428257841963384629571618975342932164785475382196541296837896537214723418659
1,000002000091050700030000000000000000000930000400000028000000060250008000000000901,584762139691853742732419856173286594825934617469571328918347265256198473347625981
2,310000002000870000000000000600004003007900000100000000006000970400002000000000080,318459762962871345754236819685724193247913658193568427826345971479182536531697284
3,000870900006054300508009006709000610010000700002000004060010530005907000001085400,143876925296154387578329146759248613814563792632791854967412538485937261321685479
4,800000000406000000000301020050000000000000090000460800090002050700000400000009000,831624975426957381579381624258793146364218597917465832693142758782536419145879263
4,500130480020006000009085600480309170273000040950604000792861050015943762030207891,567132489328496517149785623486329175273518946951674238792861354815943762634257891
1,000030000950000020000640100000007090006000008040000000000000400700010000800009000,461932857953178624287645139128457396376291548549386712695723481732814965814569273
2,000000000060501000004000900700000051000000060080032000100000000007090000000080200,375429186968571423214863975726948351493715862581632749142357698837296514659184237
3,000401030004000005700005801070040006030016070009003020090860000107050200006000003,965481732814732695723695841271948356538216479649573128392864517187359264456127983
4,008700903601080000000000000030207000040000000000000010000000000020300007000010060,258761943691483275374529681139247856845196732762835419913674528426358197587912364
4,020000008400610005006000409063745091901826700570930020802070010734000580619582047,325497168497618235186253479263745891941826753578931624852374916734169582619582347
1,960000000000160270000030001000076103702000000000300400080040050004002700329000000,961728345543169278278534961495276183732481596816395427187943652654812739329657814
2,063020000000000000000005041002800000008000690000100005100000000400000000000080200,863421579541978326279365841752896134318547692694132785187259463426713958935684217
3,006029000050160029020540670005600902600052080234900560042030006000006200367290100,786329415453167829921548673815673942679452381234981567142835796598716234367294158
4,910000040000000000000503000506008300000000000000010024805000000003000000000040001,917682543352194768684573192596428317421736985738915624875261439143859276269347851
4,900700006050000030000900008009000427530264081010070003768521094403698070105430862,942783516856142739371956248689315427537264981214879653768521394423698175195437862
1,100400000006000040700025106400350078007090003030100400800000300000040090029601080,193468257256713849748925136412356978687294513935187462864579321371842695529631784
2,000000000060200050300008000020650010000000007000400008000000460807003000000000000,584716932761239854392548176428657319915382647673491528239875461847163295156924783
3,001409050450081000000000000100000073004925008506000090000037940000000000800190006,361479852457281639298356417129648573734925168586713294612837945943562781875194326
4,080000070000040002050000000000801090064000000002000000000700080006000004070900000,483219675617548932259637148735821496164395827892476513541762389926183754378954261
4,000054308006009010040380020104000690005601783360070200907512036013407852452800079,729154368836729514541386927174238695295641783368975241987512436613497852452863179
1,507036000000000000031900700080159360000000000060008010000000000005802604800097120,597236481428571936631984752284159367159763248763428519912645873375812694846397125
2,270000000000000008000100060018000040000050000000072009006000000004600000000003700,279586431361294578485137962518369247927451683643872159136725894794618325852943716
3,243000000000703020900800060050002006800340100090006004000000315002030900008059000,243165897685793421917824563354912786826347159791586234469278315572631948138459672
4,800000000000053002703800960080000041000674000064000009601900720040017000000000100,825196437496753812713842965587329641139674258264581379651938724348217596972465183
4,020160090609700040500900036160509780003602459900807600896451372200396814314070965,428163597639725148571984236162549783783612459945837621896451372257396814314278965
1,800100000000000030000000560050060040000080000200000007000208001036000000000009000,893156724625497138417823569751962843349785216268314957574238691936571482182649375
2,200000805000000000000430000003007000000008000014000090000100030009000600800005000,236791845147852963598436172983617254725948316614523798462189537359274681871365429
3,047910000060000007302000000503091008000025040900086000000000035000604901001000400,847912653169543827352867194523491768618725349974386512496178235285634971731259486
4,004050700000100040390008050000000000000015087056709000070006130900200004080030000,164352798528197346397468251719843625243615987856729413472586139935271864681934572
4,093600040005020780100049000000000520246158307307090010902864153680030070504917862,793685241465321789128749635819473526246158397357296418972864153681532974534917862
1,040200360706810200000000000530180000070900040001000000090000600000000000020507903,948275361756813294213649578539184726872936145461752839395428617687391452124567983
2,090000780010200000000300000004080000300000200000090001000060090200700000400000000,592416783713258964846379125954182637381647259627593841175864392269735418438921576
3,008100963310009000020000801003702000204000300050368004000000000080093020001070690,548127963316589742927634851863742519274951386159368274792816435685493127431275698
4,310600005009005064000040020000500003040009000500406800005060000098200030070004608,314692785289175364756843921961587243847329516523416879435768192698251437172934658
4,800405790200000100001230060000780000030950046005143209002570680416398527708604913,863415792249867135571239468924786351137952846685143279392571684416398527758624913
1,000000020003090000007008000000004000000502003081000000520000000000010309000000007,895341726263795814417628935952134678674582193381967542529873461748216359136459287
2,002900560008460021000000000500870003820010000000300900700050090000000800100040006,342981567978465321651732489569874213823519674417326958784653192236197845195248736
3,000030800050089000009560002500000400430000980090000020006940001000708200070600000,762431895153289674849567132528396417437125986691874523286943751314758269975612348
4,000002008406008700020010060580000200000350000070000406008200600090007021700001000,917642538456938712823715964584176293269354187371829456148293675695487321732561849
4,009030500000010200530800076010270000052309641968054300320748069804001700176923854,249637518687415293531892476413276985752389641968154327325748169894561732176923854
1,060800070007001002010054600090200050040008201600040700070620015100000400003007000,564832179387961542219754683891276354745398261632145798478623915126589437953417826
2,097000002000008600030000000800000104002030000400090000000000000000020090100004000,597146382241358679638279415859762134762431958413895726926513847384627591175984263
3,000900800006000100200500000040300009001000040002000000090000005080010000000060000,413976852856234197279581436748352619531697248962148573194823765685719324327465981
4,005704000800000310000000000054000007000000000000630800300010000000000000001200004,135764298847592316962381475654128937283947561719635842328416759476859123591273684
4,000007026079200080100500900507120690081700043003084705706090851200305469400861302,854937126379216584162548937547123698681759243923684715736492851218375469495861372
1,000000002000000807003500000500100000000300090070000004020080000000007000006090030,498761352251934867763528419582149673614372598379856124127683945935417286846295731
2,000070010023600080090000030000000000002001000430200609009000008078005000045000302,584973216123654987796128435957436821862591743431287659319742568278365194645819372
3,100000007003500000000000200000007000000000090006400050040000000000800031270060000,152948367763521948984736215539687124417253896826419753348195672695872431271364589
4,004000000005209000000000806380000000060700000000400020000060900007000050010000000,894613275675289341123574896382195764461728539759436128548362917937841652216957483
4,006002000900003004002010000001874009357006028004025000643580002789061543105039867,536742981918653274472918635261874359357196428894325716643587192789261543125439867
1,007000000260000080003864000005010040100200009002740003000000001400000930000671002,817325694264197385953864127735916248148253769692748513526439871471582936389671452
2,020010000049560000800004003268000005000000000900000234000120560000400070700008002,627813459349562187851794623268349715134275896975681234493127568582436971716958342
3,018420000000000508700000002025090100070240605000567000004000020037000000000054903,318425796492376518756918342625893174879241635143567289564139827937682451281754963
4,030007004000000000900050020000000000100000950600408000000020100047000000080000000,832167594415289376976354821798512463124673958653498712369825147247931685581746239
4,986031507000400000200095100039028000000056408860074019090702364103800752627543091,986231547351487926274695183439128675712956438865374219598712364143869752627543891
1,010900000207001068340000700520700000039082070400000200000100027000034900000090005,816973542297451368345628791521749683639582174478316259983165427752834916164297835
2,000000000400000600080170000009000071050032000000000008007000000000005300900006000,192463785473528619586179423839654271751832964264917538347291856618745392925386147
3,003800007040217900700000080001000800000070040900050000100000060060005200002196005,513849627846217953729563184651324879238971546974658312195732468367485291482196735
4,000068000000020000001070050000000000005700010060000008503900000000000002000400006,952168743347529861681374259738641925295783614164295378523916487416837592879452136
4,002003000364900000091504000000361200019085763800700410008246370120839650043157982,582673149364918527791524836475361298219485763836792415958246371127839654643157982
1,000000300900070000000010006000020010036000008040000000000600405200000100000003000,425968371961375824378214956897426513136759248542831697719682435283547169654193782
2,000930060000000000045000007001000000600000380000405000000001004080000000300060000,172938465963547128845126937791683542654279381238415796526391874489752613317864259
3,607000200900000000238007010000090006003080007005070009000000030500300961040000075,657814293914632758238957614721493586493586127865271349189765432572348961346129875
4,204000000060070040030009006001043070450068001070052408040020009008006004000000380,214635897869271543537489126681943275452768931973152468345827619128396754796514382
4,000870430409503200030000006067409012080200003201608500613705904800306175754192008,526871439479563281138924756367459812985217643241638597613785924892346175754192368
1,000000000000078090200000350017000000008000000000300400009001007000000200300500000,894653712153278694276194358617942583438715926925386471569421837741839265382567149
2,000000000503000008000046200000080000009500003067000000000300000080000000040007060,624835971593271648178946235235789416419562783867413592756398124981624357342157869
3,005009300002560000040320100004000060600000900030000008003010400000702605009405003,175849326392561847846327159984273561627158934531694278753916482418732695269485713
4,108020403000030061007000000400000020000980000000401005026004530390005000000000100,158629473942537861637148952419356728765982314283471695826714539391865247574293186
4,006070020009000100483100009607040235102009800058000941065300712870692354234010608,516978423729453186483126579697841235142539867358267941965384712871692354234715698
1,300600500000100840012800060000908030807500090090003010004026000003000106678000000,389647521765132849412859367241968735837514692596273418154726983923485176678391254
2,040000030100020780000010000000000000708300000000500006006000000021000004000709000,849657231165423789237918465652184397718396542493572816376241958921835674584769123
3,010000020500107800000902000007000005008000002100208900800509100040000070000806000,719483526523167894486952731297614385638795412154238967862579143945321678371846259
4,800006020004000500000000000000300000200000008000450060000001400620009000000000300,839516724164273589572984613786392145245167938391458267958631472623749851417825396
4,060000100009050000000000030384795602007106000021483000198532467435960001270840059,563278194819354726742619538384795612957126843621483975198532467435967281276841359
1,006000003500002010000001000000600000100000029400300000003900000007000000000005080,716894253589732416324561798972618534138457629465329871853976142247183965691245387
2,700000500040800000000300001000010000002000008900007000000000900008200000030000740,786921534341865297295374861867412359452693178913587426124736985578249613639158742
3,605008200020100000073400000300000402000500007009010000000090070800002106000060023,645978231928136745173425689317689452286543917459217368562391874834752196791864523
4,306009005020007000500610200002438600068005000000100802050900420004082030000300009,386249175129857364547613298912438657468725913735196842853971426694582731271364589
4,000000060003061420760520000420687093938210000570004280142950837009470156650138902,215843769893761425764529318421687593938215674576394281142956837389472156657138942
1,050000300000400000001906000000000004380007000070000000009000000000000780004100006,658721349937458162241936857195382674382647915476519238719865423563294781824173596
2,800000090004002000000060100090050000000006204030000000000090050002800000000700000,821537496964182375375469128296354781518976234437218569743691852652843917189725643
3,007001409500034810030000500070060008000003000000800000001000006802140070043700200,287651439569234817134987562375462198918573624426819753751328946892146375643795281
4,000000410000900002740010008400030000000006300806200541690000000002600000008009630,269578413183964752745312968457831296921456387836297541694783125312645879578129634
4,050301600004080002009000800700000050093215068081073249048107906125068437906032501,857321694614589372239746815762894153493215768581673249348157926125968437976432581
1,004003000000000180000000070000800000093000004000070000802010000030000000006004009,184763592967542183325198476241835967793621854658479231872916345439257618516384729
2,000500420300000006000908570059340000000086052000000000720609000590007000006000700,968573421375421896241968573859342617437186952612795348724639185593817264186254739
3,000840090020000003070000000608900000000000200000100004000023700009000080000000000,163847592824591673975236841648952137791364258352178964586423719239715486417689325
4,000008000600040750703090400308000001070180030200004800460820090839450027000900000,145278963692341758783695412358769241974182536216534879461827395839456127527913684
4,000006070009000000008000003001964705902351468000002030840609307120847059607513084,534196872719238546268475193381964725972351468456782931845629317123847659697513284
1,000005092050000180100007400000209040200080070001073000010090000007000200042708056,876145392453926187129837465735269841294581673681473529518692734967354218342718956
2,000000000000300850290040000400007000700000609000005030005000000000070004008000000,583716492614392857297548163431967285752183649869425731175634928326879514948251376
3,300008090600000100080190000100067002020500000000400030000904050004000006070020001,341678295659243178782195364193867542428539617567412839216984753834751926975326481
4,700000000100609200080050400970010680008000010600008004060207040000000090050080100,794823561135649278286751439973514682548962713612378954861297345427135896359486127
4,250000000000004700003900000314008296800042075005006001142650087938017060507829413,259781634681234759473965128314578296896142375725396841142653987938417562567829413
1,600000000280036040035010020006004350540001009000000000800902710100600905000000060,671428593289536147435719826716894352542371689398265471863952714124687935957143268
2,000300070005020006830000904007800000160000850000005009020003000703000260008590007,916384572475921386832756914257839641169247853384165729521673498793418265648592137
3,040200000600000030000000250000000000000005060010800009000970004500000007003000000,348251976652789431179364258936127845827495163415836729261973584584612397793548612
4,060000304000012000000000005000000000050400000000009270002001000000300600907000010,561978324394512768278634195126783549759426831843159276632841957415397682987265413
4,000003008510009000000020064070295100090000053860014702129687345704501629306040870,642753918518469237937128564473295186291876453865314792129687345784531629356942871
1,400000000000500900010020000009700000000006041300000020005000800000040000007001000,453869172782513964916427538129734685578296341364158729645972813831645297297381456
2,017000060000250000080000000000007010060000000200040009000000000300001000400000502,517934268634258197982716453849627315165389724273145689756492831328571946491863572
3,000320000050000002680000301090002005005000040070000006000003000400598100003140090,741326589359781462682954371196472835835619247274835916918263754467598123523147698
4,090040001605310200000502080003000500100200000000004070010070005008025410700103000,892647351675318294431592786943761528187259643526834179219476835368925417754183962
4,004000003000600050065907200100859300080046700403721805621598437748063502059002100,914285673237614958865937241176859324582346719493721865621598437748163592359472186
1,070020030500086000000009000000000000206000008000500040000000609000000000740300000,678125934593486127421739865354678291216943758987512346132854679865297413749361582
2,000970000000040002300000600000008000094020000000000350800000000040000097000006005,462971538185643972379582641613458729594327816728169354851794263246835197937216485
3,000008090050030000020000600800000003000204005900000000000500000000000008600900070,467158392159632487328479651812765943736294815945813726274586139591347268683921574
4,009000007401070052570000980000362000100708020000154000205080093890000210006000005,689215437431879652572436981954362178163798524728154369245681793897543216316927845
5,860500700000200000003040900704000800289430156530128490671800200340670519925310608,862593741497281365153746982714965823289437156536128497671859234348672519925314678
1,015800400306020800000010070760008009053004080000900005000000000004200700080003020,215897463376425891498316572762538149953164287841972635629741358534289716187653924
2,006000010000090400030500000000000000001000090000800503580000200000000000000016040,456782319278193456139564782345629178821375694967841523584937261612458937793216845
3,100804005090000080004060300000000000500010207940003800400009020060140500007000001,123894765796531482854267319672985134538416297941723856415379628269148573387652941
4,000000000005081000000000320000420000004000701007090000200000000000006008930000000,762359814345281679819674325193427586524863791687195432256718943471936258938542167
5,000008900006400000030005020841000795265100038973000000380241509412596800600307241,124738956596412387738965124841623795265179438973854612387241569412596873659387241
1,040000100009003007000800000500000000300000090007060400800000003000040600000010000,243756189189423567675891324528934716364187295917265438851672943792348651436519872
2,000000069000400000300820000000001800096007000000000000800000200005300000000006007,582713469917465328364829751753641892296587143148932675879154236625378914431296587
3,070000000400600800085710400009080050600200300001900700000000003008060040007320601,276834519413695827985712436739486152654271398821953764162548973398167245547329681
4,600700900807040050000005027500470200000000000104250090008090060900600540340008000,635782914827941653491365827563479281279816435184253796758194362912637548346528179
5,050008000000003009602400107005041603200080090068009700596810300047362915123057408,359178246714623859682495137975241683231786594468539721596814372847362915123957468
1,800000320300000001007041000400819000070050000600400000000000000701208460090060700,815976324346582971927341856452819637179653248683427519568734192731298465294165783
2,000500000007000009000008030000040000000090107500000200100000580004270000000000000,913567428287413659645928731736142895428395167591786243179634582854279316362851974
3,469800200521693784070214596680000450007006008940080600204030860006008005090060040,469857213521693784378214596682379451157426938943581672214735869736948125895162347
4,100054009800030000000700100040008700009000050060010200000002008200041007050600000,126854379875139642934726185542398716319267854768415293691572438283941567457683921
5,300090108900000270024005006863100954007509860002604010008073020470258631035901407,356792148981346275724815396863127954147539862592684713618473529479258631235961487
1,290003000000000000000000067000170000010500000080000300500000000000001000706000290,298763154674915832153482967365178429412539786987246315521397648849621573736854291
2,000009706601050000005040300000005073002000800870600000204500000007060400000090508,348129756621357984795846312416985273532471869879632145284513697957268431163794528
3,800060005000000090090800010200009001506001004400008702070020080060000000100500006,841963275653712498792845613237459861586271934419638752374126589965384127128597346
4,040500060000070108000001420670010000000700650005000003310006000408100000060050030,241589367536274198789361425673915284124738659895642713317896542458123976962457831
5,030605407009000802000010000490107080080450706200306194650970238000231075320568941,832695417519743862764812359496127583183459726275386194651974238948231675327568941
1,190000000000806500700000000000018070004020000000000080000000400000790200006000003,198532746342876519765149328539418672684927135217365984921683457853794261476251893
2,200710000000500000006000308004000800700200004000000000030004000000006010500000070,285713649349568721176492358954137862763285194812649537631974285427856913598321476
3,005900480000010003000002000000000090000038200201000806567009002009304000000000000,125963487498517623736842159683271594954638271271495836567189342819324765342756918
4,080015906290008500000000170130050002600000014000000050016000400000009000800007000,487315926291678543563294178134756892675982314928431657716523489352849761849167235
5,020600038750100000006000000598276014200934800000851920005492763030760401074018059,129647538753189642486523197598276314261934875347851926815492763932765481674318259
1,020000003000004000900001000704000000000600000080030005030000060000007400050020000,528796143671354298943281756764815329395672814182439675237948561819567432456123987
2,008070000000030400020000005090002000600000700000400000003000082000000009700060000,438175296569238417127694835394752168685913724271486953913547682846321579752869341
3,003000000009000006000084200180020000000000090000070004020000800000609030000000000,253196487849752316761384259184925673372461598695873124926537841518649732437218965
4,020040600000003002005106390000007900300400000007000050070300000200060007908705060,123849675869573142745126398584637921392451786617298453476382519251964837938715264
5,401650000800000009000020700907200060104500308382000007043805916796014205518962070,471659832825731649639428751957283164164597328382146597243875916796314285518962473
1,000060000200090008600103045360950081780000060500000097950016020000400000070800050,145268739237594618698173245362957481789341562514682397953716824821435976476829153
2,090200000840015000017000000704050009000069000002008307000000008000091650000600040,395287416846915273217436895764352189138769524952148367621574938473891652589623741
3,100000000070018509050290000000600043013000000060003050000980020502106070000000100,189765432274318569356294718825671943413529687967843251641987325592136874738452196
4,570010200000003000020000000010000700006004030000000000009080000003000060000270000,574618293691523478328947615912835746856794132437162859749386521283451967165279384
5,007000004000063000002000108216307840095800200030900050143602507578104690020785431,967518324481263975352479168216357849795846213834921756143692587578134692629785431
1,000009100000000000020000007000503000080200000001000400030004000000001900750000002,547389126613472589928165347496513278385247691271698453139824765862751934754936812
2,200000700000500006090008000000000000000004098700000500000720600000000000048000003,286431759413597826597268431869352147125674398734189562951723684372846915648915273
3,030000210870500000000000000600000007009013000000002000001000300050000000000700008,935487216872561493164329785613945827729813564548672931481256379357198642296734158
4,040097000003080090078100600004060000780000309000700080800020046000901007009800050,246397518153682794978154623394268175782415369561739482817523946625941837439876251
5,002000007000004008510300000328069170040058000059010060634825790801036450290147306,482691537963574218517382649328469175146758923759213864634825791871936452295147386
1,000000000000095006070001800000003059080700000020000000000060000000200700501000000,458376912132895476679421835714683259985712364326549187297168543863254791541937628
2,002040000000000079004006000070000000000000350890100000000002000010000008005030600,932847165168253479754916832576324981421698357893175246649582713317469528285731694
3,000900005050600079607050200030570000000306007000089000060400000003008910970100003,321947685854632179697851234236574891489316527715289346162493758543768912978125463
4,003000600050000000769500300040090700000801003600040010900000005500007862000000030,123479658458326197769518324341295786297861543685743219936182475514937862872654931
5,300004000090200500201030480086100092973002140500003678600029750100745860730618904,367584219894271536251936487486157392973862145512493678648329751129745863735618924
1,000200400006000000108000070000000000000061000090000530400000000020300000050080001,975236418246178359138459672562793184384561927791842536417625893829314765653987241
2,070100000903002005000040009830600090000400600009000003104906570790028041000000000,475169832963872415281345769837651294512493687649287153124936578796528341358714926
